Dataset,Station,Year,Month,Day,Depth (m),Latitude,Longitude,POP      (µmol L-1),PON (µmol L-1),POC (µmol L-1)
JGOFS Southern Ocean,37,1997,10,23,130,-57,-170,-9999,0.422,3.449
JGOFS Southern Ocean,37,1997,10,23,160,-57,-170,-9999,0.373,3.287
JGOFS Southern Ocean,37,1997,10,23,200,-57,-170,-9999,0.29,2.391
JGOFS Southern Ocean,38,1997,10,25,20,-58,-170,-9999,0.482,3.85
JGOFS Southern Ocean,38,1997,10,25,40,-58,-170,-9999,0.44,3.254
JGOFS Southern Ocean,38,1997,10,25,60,-58,-170,-9999,0.473,3.388
JGOFS Southern Ocean,38,1997,10,25,80,-58,-170,-9999,0.442,3.257
JGOFS Southern Ocean,38,1997,10,25,100,-58,-170,-9999,0.435,3.036
JGOFS Southern Ocean,38,1997,10,25,175,-58,-170,-9999,0.273,2.226
JGOFS Southern Ocean,38,1997,10,25,250,-58,-170,-9999,0.194,1.841
JGOFS Southern Ocean,39,1997,10,29,10,-62.34,-170.02,-9999,0.901,6.099
JGOFS Southern Ocean,39,1997,10,29,20,-62.34,-170.02,-9999,0.876,5.095
JGOFS Southern Ocean,39,1997,10,29,30,-62.34,-170.02,-9999,0.882,6.011
JGOFS Southern Ocean,39,1997,10,29,40,-62.34,-170.02,-9999,0.962,6.947
JGOFS Southern Ocean,39,1997,10,29,50,-62.34,-170.02,-9999,1.036,7.497
JGOFS Southern Ocean,39,1997,10,29,60,-62.34,-170.02,-9999,0.855,6.128
JGOFS Southern Ocean,39,1997,10,29,70,-62.34,-170.02,-9999,0.869,6.396
JGOFS Southern Ocean,39,1997,10,29,100,-62.34,-170.02,-9999,0.818,5.558
JGOFS Southern Ocean,39,1997,10,29,130,-62.34,-170.02,-9999,0.526,5.137
JGOFS Southern Ocean,39,1997,10,29,160,-62.34,-170.02,-9999,0.247,2.569
JGOFS Southern Ocean,39,1997,10,29,200,-62.34,-170.02,-9999,0.201,1.865
JGOFS Southern Ocean,40,1997,10,29,10,-60.99,-170.01,-9999,0.761,5.633
JGOFS Southern Ocean,40,1997,10,29,20,-60.99,-170.01,-9999,0.656,4.296
JGOFS Southern Ocean,40,1997,10,29,30,-60.99,-170.01,-9999,0.739,4.854
JGOFS Southern Ocean,40,1997,10,29,40,-60.99,-170.01,-9999,0.862,5.985
JGOFS Southern Ocean,40,1997,10,29,50,-60.99,-170.01,-9999,0.825,5.564
JGOFS Southern Ocean,40,1997,10,29,60,-60.99,-170.01,-9999,0.755,5.512
JGOFS Southern Ocean,40,1997,10,29,70,-60.99,-170.01,-9999,0.617,4.619
JGOFS Southern Ocean,40,1997,10,29,100,-60.99,-170.01,-9999,0.579,5.082
JGOFS Southern Ocean,40,1997,10,29,175,-60.99,-170.01,-9999,0.321,2.484
JGOFS Southern Ocean,40,1997,10,29,250,-60.99,-170.01,-9999,0.199,2.774
JGOFS Southern Ocean,41,1997,10,30,10,-60.84,-170.53,-9999,0.733,5.483
JGOFS Southern Ocean,41,1997,10,30,20,-60.84,-170.53,-9999,0.829,4.785
JGOFS Southern Ocean,41,1997,10,30,30,-60.84,-170.53,-9999,0.676,5.203
JGOFS Southern Ocean,41,1997,10,30,40,-60.84,-170.53,-9999,0.712,4.27
JGOFS Southern Ocean,41,1997,10,30,50,-60.84,-170.53,-9999,0.77,5.176
JGOFS Southern Ocean,41,1997,10,30,60,-60.84,-170.53,-9999,0.755,6.526
JGOFS Southern Ocean,41,1997,10,30,70,-60.84,-170.53,-9999,0.662,4.378
JGOFS Southern Ocean,41,1997,10,30,100,-60.84,-170.53,-9999,0.608,4.453
JGOFS Southern Ocean,41,1997,10,30,175,-60.84,-170.53,-9999,0.511,5.542
JGOFS Southern Ocean,41,1997,10,30,250,-60.84,-170.53,-9999,0.23,2.034
JGOFS Southern Ocean,41,1997,10,30,10,-60.66,-170.01,-9999,0.751,5.576
JGOFS Southern Ocean,41,1997,10,30,20,-60.66,-170.01,-9999,0.668,6.788
JGOFS Southern Ocean,41,1997,10,30,30,-60.66,-170.01,-9999,0.64,4.705
JGOFS Southern Ocean,41,1997,10,30,40,-60.66,-170.01,-9999,0.674,4.79
JGOFS Southern Ocean,41,1997,10,30,50,-60.66,-170.01,-9999,0.709,5.569
JGOFS Southern Ocean,41,1997,10,30,60,-60.66,-170.01,-9999,0.73,5.488
JGOFS Southern Ocean,41,1997,10,30,70,-60.66,-170.01,-9999,0.627,4.582
JGOFS Southern Ocean,41,1997,10,30,100,-60.66,-170.01,-9999,0.596,5.09
JGOFS Southern Ocean,41,1997,10,30,175,-60.66,-170.01,-9999,0.349,3.385
JGOFS Southern Ocean,41,1997,10,30,250,-60.66,-170.01,-9999,0.225,2.417
JGOFS Southern Ocean,42,1997,10,31,20,-60.83,-169.52,-9999,0.879,5.832
JGOFS Southern Ocean,42,1997,10,31,30,-60.83,-169.52,-9999,0.887,8.968
JGOFS Southern Ocean,42,1997,10,31,40,-60.83,-169.52,-9999,0.946,7.103
JGOFS Southern Ocean,42,1997,10,31,50,-60.83,-169.52,-9999,0.794,5.842
JGOFS Southern Ocean,42,1997,10,31,60,-60.83,-169.52,-9999,0.874,7.175
JGOFS Southern Ocean,42,1997,10,31,70,-60.83,-169.52,-9999,0.925,6.283
JGOFS Southern Ocean,42,1997,10,31,100,-60.83,-169.52,-9999,0.67,6.458
JGOFS Southern Ocean,42,1997,10,31,175,-60.83,-169.52,-9999,0.282,2.483
JGOFS Southern Ocean,42,1997,10,31,250,-60.83,-169.52,-9999,0.232,2.46
JGOFS Southern Ocean,43,1997,10,31,10,-60.5,-169,-9999,0.737,7.022
JGOFS Southern Ocean,43,1997,10,31,20,-60.5,-169,-9999,0.742,6.166
JGOFS Southern Ocean,43,1997,10,31,30,-60.5,-169,-9999,0.694,4.281
JGOFS Southern Ocean,43,1997,10,31,40,-60.5,-169,-9999,0.732,4.682
JGOFS Southern Ocean,43,1997,10,31,50,-60.5,-169,-9999,0.724,4.607
JGOFS Southern Ocean,43,1997,10,31,60,-60.5,-169,-9999,0.702,4.801
JGOFS Southern Ocean,43,1997,10,31,70,-60.5,-169,-9999,0.751,6.601
JGOFS Southern Ocean,43,1997,10,31,100,-60.5,-169,-9999,0.72,4.449
JGOFS Southern Ocean,43,1997,10,31,130,-60.5,-169,-9999,0.703,6.412
JGOFS Southern Ocean,43,1997,10,31,160,-60.5,-169,-9999,0.69,5.68
JGOFS Southern Ocean,43,1997,10,31,200,-60.5,-169,-9999,0.415,3.756
JGOFS Southern Ocean,43,1997,10,31,250,-60.5,-169,-9999,0.223,3.031
JGOFS Southern Ocean,44,1997,11,2,40,-60.52,-169.47,-9999,0.726,4.222
JGOFS Southern Ocean,44,1997,11,2,50,-60.52,-169.47,-9999,0.692,6.417
JGOFS Southern Ocean,44,1997,11,2,60,-60.52,-169.47,-9999,0.756,7.516
JGOFS Southern Ocean,44,1997,11,2,70,-60.52,-169.47,-9999,0.633,4.302
JGOFS Southern Ocean,44,1997,11,2,100,-60.52,-169.47,-9999,0.872,4.727
JGOFS Southern Ocean,44,1997,11,2,175,-60.52,-169.47,-9999,0.421,2.151
JGOFS Southern Ocean,44,1997,11,2,250,-60.52,-169.47,-9999,0.27,3.447
JGOFS Southern Ocean,45,1997,11,3,50,-60.2,-169.51,-9999,0.608,4.885
JGOFS Southern Ocean,45,1997,11,3,70,-60.2,-169.51,-9999,0.498,3.903
JGOFS Southern Ocean,45,1997,11,3,100,-60.2,-169.51,-9999,0.542,3.775
JGOFS Southern Ocean,45,1997,11,3,250,-60.2,-169.51,-9999,0.349,3.452
JGOFS Southern Ocean,46,1997,11,4,10,-59.33,-170,-9999,0.632,5.076
JGOFS Southern Ocean,46,1997,11,4,20,-59.33,-170,-9999,0.643,5.275
JGOFS Southern Ocean,46,1997,11,4,30,-59.33,-170,-9999,0.655,8.192
JGOFS Southern Ocean,46,1997,11,4,40,-59.33,-170,-9999,0.716,7.154
JGOFS Southern Ocean,46,1997,11,4,50,-59.33,-170,-9999,0.649,5.536
JGOFS Southern Ocean,46,1997,11,4,60,-59.33,-170,-9999,0.687,4.485
JGOFS Southern Ocean,46,1997,11,4,70,-59.33,-170,-9999,0.631,4.416
JGOFS Southern Ocean,46,1997,11,4,100,-59.33,-170,-9999,0.612,5.007
JGOFS Southern Ocean,46,1997,11,4,130,-59.33,-170,-9999,0.545,9.673
JGOFS Southern Ocean,46,1997,11,4,160,-59.33,-170,-9999,0.402,4.877
JGOFS Southern Ocean,46,1997,11,4,200,-59.33,-170,-9999,0.362,3.924
JGOFS Southern Ocean,46,1997,11,4,250,-59.33,-170,-9999,0.393,5.092
JGOFS Southern Ocean,47,1997,11,5,20,-60.06,-169.95,-9999,0.55,5.813
JGOFS Southern Ocean,47,1997,11,5,30,-60.06,-169.95,-9999,0.547,4.423
JGOFS Southern Ocean,47,1997,11,5,40,-60.06,-169.95,-9999,0.536,2.84
JGOFS Southern Ocean,47,1997,11,5,50,-60.06,-169.95,-9999,0.543,3.131
JGOFS Southern Ocean,47,1997,11,5,70,-60.06,-169.95,-9999,0.612,4.769
JGOFS Southern Ocean,47,1997,11,5,250,-60.06,-169.95,-9999,0.4,3.287
JGOFS Southern Ocean,48,1997,11,6,10,-60.34,-170.01,-9999,0.794,6.268
JGOFS Southern Ocean,48,1997,11,6,20,-60.34,-170.01,-9999,0.823,6.474
JGOFS Southern Ocean,48,1997,11,6,40,-60.34,-170.01,-9999,0.866,5.734
JGOFS Southern Ocean,48,1997,11,6,50,-60.34,-170.01,-9999,0.824,6.107
JGOFS Southern Ocean,48,1997,11,6,60,-60.34,-170.01,-9999,0.855,6.872
JGOFS Southern Ocean,48,1997,11,6,70,-60.34,-170.01,-9999,0.798,5.908
JGOFS Southern Ocean,48,1997,11,6,100,-60.34,-170.01,-9999,0.83,5.993
JGOFS Southern Ocean,48,1997,11,6,175,-60.34,-170.01,-9999,0.34,2.538
JGOFS Southern Ocean,48,1997,11,6,250,-60.34,-170.01,-9999,0.234,3.208
JGOFS Southern Ocean,49,1997,11,7,10,-59.96,-171.9,-9999,0.657,7.202
JGOFS Southern Ocean,49,1997,11,7,20,-59.96,-171.9,-9999,0.608,5.944
JGOFS Southern Ocean,49,1997,11,7,30,-59.96,-171.9,-9999,0.569,4.731
JGOFS Southern Ocean,49,1997,11,7,40,-59.96,-171.9,-9999,0.603,6.104
JGOFS Southern Ocean,49,1997,11,7,50,-59.96,-171.9,-9999,0.601,5.516
JGOFS Southern Ocean,49,1997,11,7,60,-59.96,-171.9,-9999,0.634,4.43
JGOFS Southern Ocean,49,1997,11,7,70,-59.96,-171.9,-9999,0.637,4.43
JGOFS Southern Ocean,49,1997,11,7,100,-59.96,-171.9,-9999,0.63,4.368
JGOFS Southern Ocean,49,1997,11,7,130,-59.96,-171.9,-9999,0.649,5.617
JGOFS Southern Ocean,49,1997,11,7,160,-59.96,-171.9,-9999,0.704,5.738
JGOFS Southern Ocean,49,1997,11,7,200,-59.96,-171.9,-9999,0.43,4.174
JGOFS Southern Ocean,50,1997,11,12,10,-60.85,-168.44,-9999,0.893,6.741
JGOFS Southern Ocean,50,1997,11,12,20,-60.85,-168.44,-9999,0.95,7.359
JGOFS Southern Ocean,50,1997,11,12,30,-60.85,-168.44,-9999,1.145,7.065
JGOFS Southern Ocean,50,1997,11,12,40,-60.85,-168.44,-9999,1.069,9.006
JGOFS Southern Ocean,50,1997,11,12,50,-60.85,-168.44,-9999,1.15,7.421
JGOFS Southern Ocean,50,1997,11,12,60,-60.85,-168.44,-9999,0.872,5.862
JGOFS Southern Ocean,50,1997,11,12,70,-60.85,-168.44,-9999,0.951,6.545
JGOFS Southern Ocean,50,1997,11,12,100,-60.85,-168.44,-9999,1.003,6.627
JGOFS Southern Ocean,50,1997,11,12,130,-60.85,-168.44,-9999,0.555,3.982
JGOFS Southern Ocean,50,1997,11,12,160,-60.85,-168.44,-9999,0.398,2.986
JGOFS Southern Ocean,50,1997,11,12,200,-60.85,-168.44,-9999,0.211,2.371
JGOFS Southern Ocean,50,1997,11,12,250,-60.85,-168.44,-9999,0.198,2.78
JGOFS Southern Ocean,51,1997,11,13,10,-60.26,-170.46,-9999,0.536,6.319
JGOFS Southern Ocean,51,1997,11,13,30,-60.26,-170.46,-9999,0.589,5.224
JGOFS Southern Ocean,51,1997,11,13,40,-60.26,-170.46,-9999,0.55,8.225
JGOFS Southern Ocean,51,1997,11,13,50,-60.26,-170.46,-9999,0.513,5.849
JGOFS Southern Ocean,51,1997,11,13,6,-60.26,-170.46,-9999,0.549,5.411
JGOFS Southern Ocean,51,1997,11,13,70,-60.26,-170.46,-9999,0.551,5.277
JGOFS Southern Ocean,51,1997,11,13,100,-60.26,-170.46,-9999,0.476,4.358
JGOFS Southern Ocean,51,1997,11,13,200,-60.26,-170.46,-9999,0.373,4.963
JGOFS Southern Ocean,52,1997,11,14,10,-60.52,-170.51,-9999,0.715,5.072
JGOFS Southern Ocean,52,1997,11,14,20,-60.52,-170.51,-9999,0.698,5.308
JGOFS Southern Ocean,52,1997,11,14,30,-60.52,-170.51,-9999,0.683,5.439
JGOFS Southern Ocean,52,1997,11,14,40,-60.52,-170.51,-9999,0.673,4.909
JGOFS Southern Ocean,52,1997,11,14,50,-60.52,-170.51,-9999,0.778,5.559
JGOFS Southern Ocean,52,1997,11,14,60,-60.52,-170.51,-9999,0.756,4.791
JGOFS Southern Ocean,52,1997,11,14,70,-60.52,-170.51,-9999,0.786,5.347
JGOFS Southern Ocean,52,1997,11,14,100,-60.52,-170.51,-9999,0.778,6.053
JGOFS Southern Ocean,52,1997,11,14,175,-60.52,-170.51,-9999,0.485,5.36
JGOFS Southern Ocean,52,1997,11,14,200,-60.52,-170.51,-9999,0.308,2.785
JGOFS Southern Ocean,53,1997,11,14,10,-60.48,-171.06,-9999,0.664,6.285
JGOFS Southern Ocean,53,1997,11,14,20,-60.48,-171.06,-9999,0.635,5.867
JGOFS Southern Ocean,53,1997,11,14,30,-60.48,-171.06,-9999,0.647,5.37
JGOFS Southern Ocean,53,1997,11,14,40,-60.48,-171.06,-9999,0.741,6.288
JGOFS Southern Ocean,53,1997,11,14,50,-60.48,-171.06,-9999,0.782,6.125
JGOFS Southern Ocean,53,1997,11,14,60,-60.48,-171.06,-9999,0.771,5.677
JGOFS Southern Ocean,53,1997,11,14,70,-60.48,-171.06,-9999,0.668,5.184
JGOFS Southern Ocean,53,1997,11,14,100,-60.48,-171.06,-9999,0.725,6.527
JGOFS Southern Ocean,53,1997,11,14,175,-60.48,-171.06,-9999,0.407,3.598
JGOFS Southern Ocean,53,1997,11,14,250,-60.48,-171.06,-9999,0.272,3.128
JGOFS Southern Ocean,54,1997,11,15,10,-61,-170.1,-9999,1.314,9.691
JGOFS Southern Ocean,54,1997,11,15,20,-61,-170.1,-9999,1.343,10.223
JGOFS Southern Ocean,54,1997,11,15,30,-61,-170.1,-9999,1.479,10.864
JGOFS Southern Ocean,54,1997,11,15,40,-61,-170.1,-9999,1.451,11.129
JGOFS Southern Ocean,54,1997,11,15,50,-61,-170.1,-9999,1.374,9.736
JGOFS Southern Ocean,54,1997,11,15,60,-61,-170.1,-9999,2.473,14.77
JGOFS Southern Ocean,54,1997,11,15,70,-61,-170.1,-9999,1.213,8.74
JGOFS Southern Ocean,54,1997,11,15,100,-61,-170.1,-9999,1.021,9.318
JGOFS Southern Ocean,54,1997,11,15,130,-61,-170.1,-9999,0.68,5.739
JGOFS Southern Ocean,54,1997,11,15,160,-61,-170.1,-9999,0.348,3
JGOFS Southern Ocean,54,1997,11,15,200,-61,-170.1,-9999,0.248,3.216
JGOFS Southern Ocean,54,1997,11,15,250,-61,-170.1,-9999,0.234,4.429
JGOFS Southern Ocean,55,1997,11,17,10,-60.81,-168.06,-9999,2.02,14.046
JGOFS Southern Ocean,55,1997,11,17,20,-60.81,-168.06,-9999,1.372,9.346
JGOFS Southern Ocean,55,1997,11,17,40,-60.81,-168.06,-9999,1.284,9.45
JGOFS Southern Ocean,55,1997,11,17,50,-60.81,-168.06,-9999,1.286,9.382
JGOFS Southern Ocean,55,1997,11,17,60,-60.81,-168.06,-9999,1.273,10.003
JGOFS Southern Ocean,55,1997,11,17,70,-60.81,-168.06,-9999,1.329,10.666
JGOFS Southern Ocean,55,1997,11,17,100,-60.81,-168.06,-9999,1.295,8.954
JGOFS Southern Ocean,55,1997,11,17,130,-60.81,-168.06,-9999,0.455,4.384
JGOFS Southern Ocean,55,1997,11,17,160,-60.81,-168.06,-9999,0.379,3.659
JGOFS Southern Ocean,55,1997,11,17,200,-60.81,-168.06,-9999,0.215,1.874
JGOFS Southern Ocean,55,1997,11,17,250,-60.81,-168.06,-9999,0.164,2.453
JGOFS Southern Ocean,55,1997,11,17,10,-60.77,-168.16,-9999,1.968,17.118
JGOFS Southern Ocean,55,1997,11,17,20,-60.77,-168.16,-9999,1.286,15.075
JGOFS Southern Ocean,55,1997,11,17,30,-60.77,-168.16,-9999,1.328,12.752
JGOFS Southern Ocean,55,1997,11,17,40,-60.77,-168.16,-9999,1.467,13.715
JGOFS Southern Ocean,55,1997,11,17,50,-60.77,-168.16,-9999,1.252,12.29
JGOFS Southern Ocean,55,1997,11,17,60,-60.77,-168.16,-9999,1.37,13.195
JGOFS Southern Ocean,55,1997,11,17,70,-60.77,-168.16,-9999,1.456,14.027
JGOFS Southern Ocean,55,1997,11,17,100,-60.77,-168.16,-9999,0.675,8.979
X0804,56,2008,5,4,4.196,30.16,-64.4,0.007158076,0.32607143,1.7311905
X0804,56,2008,5,4,17.813,30.16,-64.4,0.008415578,0.34190476,2.1624405
X0804,56,2008,5,4,40.375,30.16,-64.4,0.007789123,0.32107143,1.5657738
X0804,56,2008,5,4,61.234,30.16,-64.4,0.009926854,0.34690476,1.9345238
X0804,56,2008,5,4,80.493,30.16,-64.4,0.007666588,0.28482143,1.6132738
X0804,56,2008,5,4,101.325,30.16,-64.4,0.009553745,0.30523809,1.5791071
X0804,56,2008,5,4,121.18,30.16,-64.4,0.011190199,0.32107143,1.3870238
X0804,56,2008,5,4,157.463,30.16,-64.4,0.004653046,0.13940476,0.43077381
X0804,56,2008,5,4,200.874,30.16,-64.4,0.002893019,0.10815476,0.40452381
X0804,56,2008,5,4,253.068,30.16,-64.4,0.002516177,0.13440476,0.42327381
X0804,56,2008,5,4,303.331,30.16,-64.4,0.002013349,-9999,-9999
X0804,56,2008,5,4,504.36,30.16,-64.4,0.001887897,-9999,-9999
X0804,57,2008,5,4,5.208,28.57,-64.63,0.000957309,0.28982143,1.3795238
X0804,57,2008,5,4,20.107,28.57,-64.63,0.006551335,0.33648809,1.6970238
X0804,57,2008,5,4,42.174,28.57,-64.63,0.007938802,0.39357143,2.0503571
X0804,57,2008,5,4,60.768,28.57,-64.63,0.011091368,0.32107143,1.7520238
X0804,57,2008,5,4,80.72,28.57,-64.63,0.007437765,0.39357143,2.0620238
X0804,57,2008,5,4,101.012,28.57,-64.63,0.009961059,0.51815476,2.6928571
X0804,57,2008,5,4,121.903,28.57,-64.63,0.012359262,0.34190476,1.6986905
X0804,57,2008,5,4,164.485,28.57,-64.63,0.005297901,0.20690476,0.87202381
X0804,57,2008,5,4,204.641,28.57,-64.63,0.002775654,0.1652381,0.30744048
X0804,57,2008,5,4,250.906,28.57,-64.63,0.002397642,0.17065476,0.44619048
X0804,57,2008,5,4,504.211,28.57,-64.63,0.001514915,0.14982143,0.32452381
X0804,58,2008,5,5,3.857,27.17,-64.86,0.007828648,-9999,-9999
X0804,58,2008,5,5,19.438,27.17,-64.86,0.006567296,0.32398809,1.4591071
X0804,58,2008,5,5,39.828,27.17,-64.86,0.006821269,0.35440476,1.6061905
X0804,58,2008,5,5,59.653,27.17,-64.86,0.009854945,0.38482143,1.4757738
X0804,58,2008,5,5,79.808,27.17,-64.86,0.009730576,0.42023809,1.6841071
X0804,58,2008,5,5,99.556,27.17,-64.86,0.009353362,0.41523809,1.5649405
X0804,58,2008,5,5,119.913,27.17,-64.86,0.008343883,0.51190476,1.8407738
X0804,58,2008,5,5,163.372,27.17,-64.86,0.004299238,-9999,0.51827381
X0804,58,2008,5,5,200.457,27.17,-64.86,0.002655952,-9999,0.32077381
X0804,58,2008,5,5,250.707,27.17,-64.86,0.002150493,-9999,0.28910714
X0804,58,2008,5,5,302.694,27.17,-64.86,0.00189788,-9999,0.57035714
X0804,58,2008,5,5,504.272,27.17,-64.86,0.001518613,-9999,0.28744048
X0804,59,2008,5,5,4.211,25.67,-65.1,0.007214879,-9999,-9999
X0804,59,2008,5,5,20.508,25.67,-65.1,0.00835577,-9999,-9999
X0804,59,2008,5,5,39.203,25.67,-65.1,0.007977586,-9999,-9999
X0804,59,2008,5,5,58.987,25.67,-65.1,0.008612481,-9999,-9999
X0804,59,2008,5,5,80.53,25.67,-65.1,0.008487555,-9999,-9999
X0804,59,2008,5,5,102.042,25.67,-65.1,0.012163749,-9999,-9999
X0804,59,2008,5,5,119.878,25.67,-65.1,0.001267315,-9999,-9999
X0804,59,2008,5,5,161.175,25.67,-65.1,0.010647618,-9999,-9999
X0804,59,2008,5,5,198.929,25.67,-65.1,0.004564195,-9999,-9999
X0804,59,2008,5,5,252.783,25.67,-65.1,0.002536181,-9999,-9999
X0804,59,2008,5,5,300.34,25.67,-65.1,0.001268349,-9999,-9999
X0804,60,2008,5,6,4.447,24.15,-65.3,0.00697117,-9999,-9999
X0804,60,2008,5,6,19.155,24.15,-65.3,0.007230838,0.29523809,1.5791071
X0804,60,2008,5,6,39.512,24.15,-65.3,0.006586573,-9999,-9999
X0804,60,2008,5,6,60.484,24.15,-65.3,0.007233793,0.32982143,1.7749405
X0804,60,2008,5,6,80.475,24.15,-65.3,0.008527284,-9999,-9999
X0804,60,2008,5,6,101.701,24.15,-65.3,0.007107523,0.38315476,1.9186905
X0804,60,2008,5,6,120.265,24.15,-65.3,0.008530771,0.31982143,1.4570238
X0804,60,2008,5,6,157.517,24.15,-65.3,0.007627551,0.34898809,1.5791071
X0804,60,2008,5,6,200.343,24.15,-65.3,0.003103367,0.15460318,0.53829365
X0804,60,2008,5,6,250.172,24.15,-65.3,0.002069335,0.15357143,0.43035714
X0804,60,2008,5,6,300.94,24.15,-65.3,0.001940398,0.16857143,0.55244048
X0804,60,2008,5,6,505.682,24.15,-65.3,0.00142325,0.12940476,0.42327381
X0804,61,2008,5,6,5.237,22.67,-65.51,0.008153009,-9999,-9999
X0804,61,2008,5,6,20.145,22.67,-65.51,0.006860285,-9999,-9999
X0804,61,2008,5,6,39.777,22.67,-65.51,0.008285814,-9999,-9999
X0804,61,2008,5,6,59.321,22.67,-65.51,0.007899034,-9999,-9999
X0804,61,2008,5,6,81.011,22.67,-65.51,0.007771134,-9999,-9999
X0804,61,2008,5,6,101.438,22.67,-65.51,0.006865908,-9999,-9999
X0804,61,2008,5,6,121.485,22.67,-65.51,0.007644747,-9999,-9999
X0804,61,2008,5,6,163.026,22.67,-65.51,0.004017555,-9999,-9999
X0804,61,2008,5,6,204.865,22.67,-65.51,0.003759128,-9999,-9999
X0804,61,2008,5,6,249.995,22.67,-65.51,0.002074427,-9999,-9999
X0804,61,2008,5,6,303.713,22.67,-65.51,0.002074853,-9999,-9999
X0804,61,2008,5,6,502.866,22.67,-65.51,0.001426754,-9999,-9999
X0804,62,2008,5,7,4.597,21.16,-65.75,0.01115691,0.37857143,1.9741071
X0804,62,2008,5,7,18.796,21.16,-65.75,0.007785488,0.32982143,2.2382738
X0804,62,2008,5,7,40.374,21.16,-65.75,0.013367831,0.44190476,2.0603571
X0804,62,2008,5,7,59.891,21.16,-65.75,0.009865668,0.37357143,1.8449405
X0804,62,2008,5,7,81.598,21.16,-65.75,0.008958827,0.36857143,1.7370238
X0804,62,2008,5,7,101.244,21.16,-65.75,0.008571073,0.34440476,1.9528571
X0804,62,2008,5,7,121.267,21.16,-65.75,0.008572834,0.34440476,1.7553571
X0804,62,2008,5,7,155.778,21.16,-65.75,0.007795087,0.31023809,1.1395238
X0804,62,2008,5,7,201.134,21.16,-65.75,0.002988731,0.1977381,0.57952381
X0804,62,2008,5,7,252.554,21.16,-65.75,0.002599431,0.15357143,0.60077381
X0804,62,2008,5,7,302.055,21.16,-65.75,0.00220997,0.1439881,0.60785714
X0804,62,2008,5,7,502.832,21.16,-65.75,0.001170225,0.12940476,0.51119048
X0804,63,2008,5,7,4.699,19.67,-66,0.008328451,-9999,-9999
X0804,63,2008,5,7,20.307,19.67,-66,0.008069848,-9999,-9999
X0804,63,2008,5,7,40.343,19.67,-66,0.007941324,-9999,-9999
X0804,63,2008,5,7,60.89,19.67,-66,0.008984659,-9999,-9999
X0804,63,2008,5,7,80.835,19.67,-66,0.009116749,-9999,-9999
X0804,63,2008,5,7,135.228,19.67,-66,0.007425168,-9999,-9999
X0804,63,2008,5,7,160.963,19.67,-66,0.006125031,-9999,-9999
X0804,63,2008,5,7,202.957,19.67,-66,0.003258667,-9999,-9999
X0804,63,2008,5,7,251.327,19.67,-66,0.002607471,-9999,-9999
X0804,63,2008,5,7,301.744,19.67,-66,0.001564805,-9999,-9999
X0804,63,2008,5,7,503.439,19.67,-66,0.002217265,-9999,-9999
X0804,64,2008,5,10,4.212,19.67,-65.01,0.007998981,0.37357143,1.7999405
X0804,64,2008,5,10,19.802,19.67,-65.01,0.00711061,0.31482143,1.5524405
X0804,64,2008,5,10,39.825,19.67,-65.01,0.00368249,0.32982143,1.4282738
X0804,64,2008,5,10,61.581,19.67,-65.01,0.008127336,0.29065476,1.3995238
X0804,64,2008,5,10,81.755,19.67,-65.01,0.008381792,0.30023809,1.4445238
X0804,64,2008,5,10,101.349,19.67,-65.01,0.007620245,0.27607143,1.1357738
X0804,64,2008,5,10,122.221,19.67,-65.01,0.005588498,0.30523809,1.2166071
X0804,64,2008,5,10,154.204,19.67,-65.01,0.007621112,0.2514881,0.95619048
X0804,64,2008,5,10,202.338,19.67,-65.01,0.002794567,0.15357143,0.37660714
X0804,64,2008,5,10,250.395,19.67,-65.01,0.002159561,0.14898809,0.34410714
X0804,64,2008,5,10,301.516,19.67,-65.01,0.001778563,0.13440476,0.62410714
X0804,64,2008,5,10,502.574,19.67,-65.01,0.000127047,0.14898809,0.32994048
X0804,65,2008,5,10,5.42,19.68,-63.68,0.007877391,-9999,-9999
X0804,65,2008,5,10,19.809,19.68,-63.68,0.007750778,-9999,-9999
X0804,65,2008,5,10,40.843,19.68,-63.68,0.005209836,-9999,-9999
X0804,65,2008,5,10,60.248,19.68,-63.68,0.009149501,-9999,-9999
X0804,65,2008,5,10,79.768,19.68,-63.68,0.006862517,-9999,-9999
X0804,65,2008,5,10,99.985,19.68,-63.68,0.007371271,-9999,-9999
X0804,65,2008,5,10,121.412,19.68,-63.68,0.006990397,-9999,-9999
X0804,65,2008,5,10,152.383,19.68,-63.68,0.007245006,-9999,-9999
X0804,65,2008,5,10,201.967,19.68,-63.68,0.003304928,-9999,-9999
X0804,65,2008,5,10,252.116,19.68,-63.68,0.002161037,-9999,-9999
X0804,65,2008,5,10,300.896,19.68,-63.68,0.001906906,-9999,-9999
X0804,65,2008,5,10,506.339,19.68,-63.68,0.001652746,-9999,-9999
X0804,66,2008,5,11,4.078,19.67,-62.05,0.007502635,0.31940476,1.4553571
X0804,66,2008,5,11,20.352,19.67,-62.05,0.007121551,0.33898809,1.7516071
X0804,66,2008,5,11,40.72,19.67,-62.05,0.00750349,0.30982143,1.4211905
X0804,66,2008,5,11,60.292,19.67,-62.05,0.008902954,0.3877381,1.7766071
X0804,66,2008,5,11,81.287,19.67,-62.05,0.008013115,0.25607143,1.6816071
X0804,66,2008,5,11,120.541,19.67,-62.05,0.008395649,0.2314881,1.3853571
X0804,66,2008,5,11,166.531,19.67,-62.05,0.00470692,0.16315476,0.77327381
